"filename", "language", "C#", "JSON", "XML", "SQL", "Properties", "comment", "blank", "total"
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\asg_form.deps.json", "JSON", 0, 2133, 0, 0, 0, 0, 0, 2133
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\cq3h1hr0.sql", "SQL", 0, 0, 0, 7, 0, 0, 4, 11
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\dmhru4lu.sql", "SQL", 0, 0, 0, 18, 0, 0, 9, 27
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\h2tkyd1y.sql", "SQL", 0, 0, 0, 9, 0, 0, 5, 14
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\jcky3tyt.sql", "SQL", 0, 0, 0, 18, 0, 0, 5, 23
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\sqv1myfg.sql", "SQL", 0, 0, 0, 17, 0, 0, 9, 26
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\staticwebassets.build.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 11
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\staticwebassets.publish.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 11
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\staticwebassets\msbuild.build.ASG后端.props", "XML", 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\staticwebassets\msbuild.buildMultiTargeting.ASG后端.props", "XML", 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\staticwebassets\msbuild.buildTransitive.ASG后端.props", "XML", 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\Release\net8.0\u0ifh2o2.sql", "SQL", 0, 0, 0, 9, 0, 0, 5, 14
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\asg_form.csproj.nuget.dgspec.json", "JSON", 0, 181, 0, 0, 0, 0, 0, 181
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\asg_form.csproj.nuget.g.props", "XML", 0, 0, 28, 0, 0, 0, 0, 28
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\asg_form.csproj.nuget.g.targets", "XML", 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\obj\project.assets.json", "JSON", 0, 7055, 0, 0, 0, 0, 0, 7055
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\qqbot.cs", "C#", 243, 0, 0, 0, 0, 7, 59, 309
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\sql.cs", "C#", 3, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\swagger.cs", "C#", 7, 0, 0, 0, 0, 0, 3, 10
"c:\Users\Administrator\Desktop\asg_form_houduan-main\asg_form\websocket\room.cs", "C#", 9, 0, 0, 0, 0, 0, 6, 15
"Total", "-", 15762, 30586, 192369, 115, 57, 575, 5325, 244789
